所属产品,所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段,关键词
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC012 电池参数下发,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""[AquaVolt,SolarCube,SolarCube2] onGridDischargeDod"": ""20"",
  ""offGridDischargeDod"": ""20"",
  ""[AquaVolt,SolarCube,SolarCube2] batteryChargeLimit"": ""70"",
  ""[SolarCube,SolarCube2] batteryOffGridChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC012,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC014 负载控制下发,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""loadSwitch"": ""0"",
  ""forceCloseTime"": ""07:00-17:00"",
  ""relayCloseSoc"": ""70"",
  ""relayOpenSoc"": ""30"",
  ""forceCloseOffGridOnly"": ""0"",
  ""alwaysCloseOnGridMode"": ""0"",
  ""pvPowerThreshold"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC014,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC016 峰值控制下发,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""0"",
  ""triggerSoc"": ""20"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""2000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC016,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC018 高级参数下发,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""gridPowerLimitGroup"": {
    ""gridPowerLimitSwitch"": ""1"",
    ""gridPowerLimitValue"": ""500""
  },
  ""backupPowerSwitch"": ""1"",
  ""pvConnectMode"": ""0"",
  ""extCtMeterGroup"": {
    ""extCtMeterSelect"": ""1"",
    ""ctApplication"": ""1""
  },
  ""isoSetting"": ""500"",
  ""acCouplingEnable"": ""1"",
  ""powerLevelSetting"": ""1000"",
  ""groundDetectionEnable"": ""1""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC018,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/电站中心/设备管理,TC101 设备基本信息查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC101,电站中心/设备管理,户用储能"
Dyness API,Dyness Open API/电站中心/设备管理,TC102 设备基本信息查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC102,电站中心/设备管理,户用储能"
Dyness API,Dyness Open API/电站中心/设备管理,TC103 设备状态信息查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetStatusInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC103,电站中心/设备管理,户用储能"
Dyness API,Dyness Open API/电站中心/设备管理,TC104 设备状态信息查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetStatusInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC104,电站中心/设备管理,户用储能"
Dyness API,Dyness Open API/电站中心/数据查询,TC105 设备运行数据查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC105,电站中心/数据查询,户用储能"
Dyness API,Dyness Open API/电站中心/数据查询,TC106 设备运行数据查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC106,电站中心/数据查询,户用储能"
Dyness API,Dyness Open API/电站中心/数据查询,TC107 设备电量信息查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetTotalEnergyDataBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC107,电站中心/数据查询,户用储能"
Dyness API,Dyness Open API/电站中心/数据查询,TC108 设备电量信息查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetTotalEnergyDataBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC108,电站中心/数据查询,户用储能"
Dyness API,Dyness Open API/电站中心/告警管理,TC109 设备故障信息查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC109,电站中心/告警管理,户用储能"
Dyness API,Dyness Open API/电站中心/告警管理,TC110 设备故障信息查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC110,电站中心/告警管理,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC111 安规国家查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetBaseSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC111,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC112 安规国家查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetBaseSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC112,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC113 工作模式查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC113,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC114 工作模式查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetWorkModeSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC114,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC115 电池参数查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC115,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC116 电池参数查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC116,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC117 负载控制查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC117,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC118 负载控制查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetLoadControlSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC118,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC119 峰值控制查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC119,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC120 峰值控制查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetPeakControlSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC120,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC121 高级参数查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC121,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC122 高级参数查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetAdvancedSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC122,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC123 安规国家下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC123,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC124 安规国家下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC124,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC125 工作模式下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC125,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC126 工作模式下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC126,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC127 电池参数下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC127,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC128 电池参数下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC128,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC129 负载控制下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC129,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC130 负载控制下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC130,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC131 峰值控制下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC131,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC132 峰值控制下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC132,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC133 高级参数下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC133,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC134 高级参数下发-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC134,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/电站中心/电站管理,TC135 设备信息查询-pageSize越界,已获取访问凭证,"1. 调用 POST /v2/GetDeviceList
2. 请求体：{
  ""pageNum"": 1,
  ""pageSize"": 201
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC135,电站中心/电站管理,户用储能"
Dyness API,Dyness Open API/电站中心/电站管理,TC136 设备信息查询-pageSize为0,已获取访问凭证,"1. 调用 POST /v2/GetDeviceList
2. 请求体：{
  ""pageNum"": 1,
  ""pageSize"": 0
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC136,电站中心/电站管理,户用储能"
Dyness API,Dyness Open API/电站中心/电站管理,TC137 设备信息查询-pageSize非数字,已获取访问凭证,"1. 调用 POST /v2/GetDeviceList
2. 请求体：{
  ""pageNum"": 1,
  ""pageSize"": ""abc""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC137,电站中心/电站管理,户用储能"
Dyness API,Dyness Open API/电站中心/告警管理,TC138 设备故障信息查询-pageSize越界,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 201
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC138,电站中心/告警管理,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC139 安规国家下发-safetyCountry越界,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""999""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC139,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC140 工作模式下发-workMode非法,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""99"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2000"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC140,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC141 工作模式下发-workGroups功率越界,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2001"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC141,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC142 电池参数下发-onGridDischargeDod越界,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC142,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC143 电池参数下发-onGridDischargeDod为负,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""4""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC143,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC144 电池参数下发-batteryChargeLimit越界,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""batteryChargeLimit"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC144,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC145 负载控制下发-loadSwitch非法,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""loadSwitch"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC145,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC146 负载控制下发-relayCloseSoc越界,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""relayCloseSoc"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC146,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC147 负载控制下发-pvPowerThreshold越界,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pvPowerThreshold"": ""65536""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC147,设备参数配置/负载控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC148 峰值控制下发-triggerSoc越界,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""triggerSoc"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC148,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC149 峰值控制下发-peakControlEnable非法,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC149,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC150 高级参数下发-powerLevelSetting越界,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""powerLevelSetting"": ""2001""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC150,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC151 高级参数下发-isoSetting越界,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""isoSetting"": ""9""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC151,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC152 高级参数下发-gridPowerLimitValue越界,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""gridPowerLimitGroup"": {
    ""gridPowerLimitValue"": ""801""
  }
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC152,设备参数配置/高级参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC153 安规国家下发-缺safetyCountry,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC153,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC154 工作模式下发-缺workGroups,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC154,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC155 工作模式下发-缺workMode,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2000"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC155,设备参数配置/工作模式设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC156 电池参数下发-onGridDischargeDod最小值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""5""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC156,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC157 电池参数下发-onGridDischargeDod最大值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC157,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC158 电池参数下发-batteryChargeLimit最小值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""batteryChargeLimit"": ""10""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC158,设备参数配置/电池参数设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC159 峰值控制下发-triggerSoc最大值,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""triggerSoc"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC159,设备参数配置/峰值控制设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC160 安规国家下发-safetyCountry=0,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""0""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC160,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC161 安规国家下发-safetyCountry=2,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC161,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC162 安规国家下发-safetyCountry=37,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""37""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC162,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC163 安规国家下发-safetyCountry=46,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""46""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC163,设备参数配置/安规国家设置,户用储能"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC164 安规国家下发-safetyCountry=106,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""106""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC164,设备参数配置/安规国家设置,户用储能"
